"os_id","contribution_date","name","address","country_code","country_name","lat","lng","sector","contributor (list)","number_of_workers","parent_company","processing_type_facility_type_raw","facility_type","processing_type","product_type","is_closed"
"BR202412190C5F9","2024-04-29","INDIANA AGROPECUARIA LTDA - Bateria de Silos (Silo Range)","ROD BR 020 KM 105 + 8 KM DIR-FAZ INDIANA S/N, São Desidério, Bahia","BR","Brazil",-12.98087,-45.92441,"Agriculture|Commodities|Crop Production|Farming|Food Industry|Food Manufacturing|Storage","SICARM - Sistema de Cadastro National de Unidades Armazenadoras / National Registration System for Storage Units (SICARM) [Public List] (SICARM 6XL)|SICARM - Sistema de Cadastro National de Unidades Armazenadoras / National Registration System for Storage Units (SICARM) [Public List] (SICARM - Sistema de Cadastro National de Unidades Armazenadoras April 2024 Facility List - 2)|SICARM - Sistema de Cadastro National de Unidades Armazenadoras / National Registration System for Storage Units (SICARM) [Public List] (SICARM - 11)","","","Warehousing / Distribution, Storage, Silo Range, Bateria de Silos","","Storage|Warehousing Distribution|Bateria de Silos|Silo Range|Warehousing Distribution|Silo Range|Storage|Bateria de Silos|Bateria de Silos|Silo Range|Warehousing Distribution|Storage","","False"
"BR2024121FFY1JF","2024-04-29","INDIANA AGRI COMERCIO E EXPORTAÇÃO DE CEREAIS EIRELI - Graneleiro (Flat Grain Storage)","Rua Olivério Porta 2442, Primavera do Leste, Mato Grosso","BR","Brazil",-15.53863,-54.29326,"Agriculture|Commodities|Crop Production|Farming|Food Industry|Food Manufacturing|Storage","SICARM - Sistema de Cadastro National de Unidades Armazenadoras / National Registration System for Storage Units (SICARM) [Public List] (SICARM 5XL)|SICARM - Sistema de Cadastro National de Unidades Armazenadoras / National Registration System for Storage Units (SICARM) [Public List] (SICARM - Sistema de Cadastro National de Unidades Armazenadoras April 2024 Facility List - 2)|SICARM - Sistema de Cadastro National de Unidades Armazenadoras / National Registration System for Storage Units (SICARM) [Public List] (SICARM - 9)","","","Warehousing / Distribution, Storage, Flat Grain Storage, Graneleiro","","Storage|Warehousing Distribution|Flat Grain Storage|Graneleiro|Warehousing Distribution|Storage|Graneleiro|Flat Grain Storage|Warehousing Distribution|Storage|Flat Grain Storage|Graneleiro","","False"
"BR20252631YMGZA","2025-09-20","RED INDIAN IND E COM LTDA","ESTRADA CORDEIRO DE FARIAS SN, QUINTO DISTRITO, PELOTAS - RS, 96090575","BR","Brazil",-31.7534441,-52.2406085,"Food|Food & Beverage|Food Industry|Food Manufacturing","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025263HKV73H","2025-09-20","INDIANOPOLIS INVESTIMENTOS IMOBILIARIOS LTDA","AVENIDA INDIANOPOLIS 68, INDIANOPOLIS, SAO PAULO - SP, 04062000","BR","Brazil",-23.6005766,-46.6585413,"Building Construction|Construction","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025263XQWAWY","2025-09-20","COMERCIO E INDUSTRIA DE PAPEIS E PAPELAO INDIANO LTDA","RUA PIRES DE CAMPOS 198, ALTO DA MOOCA, SAO PAULO - SP, 03182020","BR","Brazil",-23.5590901,-46.59343699999999,"Manufacturing|Paper Products","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR202526500KAT1","2025-09-22","INDIANA COMERCIAL LTDA","RUA TEGIPIO 1026, QUADRA86 LOTE 1, CABUCU, NOVA IGUACU - RJ, 26291350","BR","Brazil",-22.7803279,-43.5499831,"Apparel|Textiles","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025265BZH43C","2025-09-22","RESERVA INDIANOPOLIS SPE LTDA","AVENIDA FREI DAMIAO DE BOZZANO 01961, INDIANOPOLIS, CARUARU - PE, 55026140","BR","Brazil",-8.3013259,-35.9395375,"Building Construction|Construction","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025265K5V3QQ","2025-09-22","INDUSTRIA DE EMBALAGENS EM PLASTICOS INDIANOPOLIS LTDA","AVENIDA MARGINAL AO CORREGO DA SERRARIA (SERRARIA) 193, CONCEICAO, DIADEMA - SP, 09980390","BR","Brazil",-23.7027664,-46.617773,"Manufacturing|Packaging|Plastics","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025266GGVAFZ","2025-09-23","CERAMICA INDAIA INDIANA LTDA","ESTRADA MUNICIPAL 00, KM 01, BAIRRO BANANAL, INDIANA - SP, 19560000","BR","Brazil",-22.1676009,-51.2497428,"Manufacturing","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025266M8CRY9","2025-09-23","INDIANA RANCH COMERCIO IMPORTACAO E EXPORTACAO LTDA","LOC ESTANCIA INDIANA S/N, ZONA RURAL, INDIANA - SP, 19560000","BR","Brazil",-22.1758688,-51.2537739,"Apparel|Textiles|Wholesale Trade","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025266SCESJ9","2025-09-23","INDIAPORA FISHER LTDA","FAZENDA PADUA DINIZ S/N, CORREGO PADUA DINIZ, INDIAPORA - SP, 15690000","BR","Brazil",-19.9738747,-50.1865118,"Animal Production","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025267D42C9M","2025-09-24","FAZENDA NOVA INDIA LTDA","FAZENDA VALE VERDE SN, LOTE 110, ZONA RURAL, SAO FELIX DO XINGU - PA, 68380000","BR","Brazil",-7.0179497,-52.3613378,"Storage|Warehousing","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025268QT4BS6","2025-09-25","NOVA INDIANA ARTEFATOS DE BORRACHAS LTDA.","AVENIDA JOAO PAULO I 770, JARDIM SANTA BARBARA, EMBU DAS ARTES - SP, 06817000","BR","Brazil",-23.6367233,-46.8308843,"Manufacturing|Rubber Products","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025269F11QTG","2025-09-26","SINDIAM DO BRASIL IMPORTACAO E EXPORTACAO LTDA","RUA TANCREDO NEVES 274, SAO DIOGO I, SERRA - ES, 29163267","BR","Brazil",-20.22215,-40.2622355,"Wholesale Trade","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025269XCBGK5","2025-09-26","PARAS INDIA IMPORTACAO E EXPORTACAO LTDA","RUA CONS BELISARIO 51, BRAS, SAO PAULO - SP, 03012000","BR","Brazil",-23.5403433,-46.6178919,"Apparel|Textiles|Wholesale Trade","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025272ZAAQAW","2025-09-29","MIRANTE INDIANOPOLIS SPE LTDA","AVENIDA JOSE MARQUES FONTES 721, INDIANOPOLIS, CARUARU - PE, 55026675","BR","Brazil",-8.302077299999999,-35.961946,"Building Construction|Construction","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025273T68X4J","2025-09-30","ORIGINAL INDIANA COMERCIO DE VEICULOS, PECAS E SERVICOS SA","AVENIDA PROF.CARLOS CUNHA, SALA-02 144, JARACATY, SAO LUIS - MA, 65076820","BR","Brazil",-2.5105422,-44.2872444,"Automotive|Maintenance|Repair","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025293G7GQKW","2025-10-20","CHARLIE INDIA GOLF MANUTENCAO DE AERONAVES LTDA","AEROPORTO MUNICIPAL JOAO GALDINO S/N, GALPAO HANGAR 5, FAZENDA SANTA ADELAIDE, ANDIRA - PR, 86380000","BR","Brazil",-23.0274051,-50.22775650000001,"Air Transportation|Maintenance|Repair","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR20252945RXD1M","2025-10-21","COMPANHIA DAS INDIAS AGROINDUSTRIA COMERCIO E SERVICOS LTDA","RUA PAULO R B VILLA 163, GALPAO B, CENTRO, BONITO - BA, 46820000","BR","Brazil",-11.9672207,-41.2650361,"Food|Food & Beverage|Food Industry|Food Manufacturing","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025294H7WXC9","2025-10-21","SERRALHERIA INDIANA LTDA","BECO MIGUEL ORLANDI 110, GALPAO, INDIA, CANELINHA - SC, 88230000","BR","Brazil",-27.2703901,-48.7881216,"Maintenance|Repair","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025294M25DRC","2025-10-21","INDUSTRIA E COMERCIO MADEIRA INDIA PORA LTDA","DISTRITO INDUSTRIAL 04, ZONA B SETOR 7, INDUSTRIAL, RIO BRANCO - AC, 69918340","BR","Brazil",-9.9573588,-67.8281032,"Wood Products","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR20252957HSE3F","2025-10-22","TINDIANA LOGISTICA E TRANSPORTES LTDA","AVENIDA MANOEL SANTOS PEREIRA - NELO BOMBAS 100, BLOCO 02 SALA 18, ZONA INDUSTRIAL, CUBATAO - SP, 11570010","BR","Brazil",-23.9120528,-46.463801,"Unspecified","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","Road Transportation","False"
"BR2025296B7BEA3","2025-10-23","TINDIANA LOGISTICA E TRANSPORTES LTDA","RODOVIA BR 386 - PRESIDENTE KENNEDY KM 178, SALA 10, DISTRITO INDUSTRIAL CARLOS AUGUSTO FRITZ, CARAZINHO - RS, 99500000","BR","Brazil",-28.2980014,-52.74888439999999,"Unspecified","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","Road Transportation","False"
"BR2025296XV6R6A","2025-10-23","TINDIANA LOGISTICA E TRANSPORTES LTDA","RODOVIA BR 376 KM 504 S/N, SALA 03 ANEXO POSTO TORRE ALTA, PARQUE INDUSTRIAL, PONTA GROSSA - PR, 84051900","BR","Brazil",-23.8651754,-51.2581631,"Unspecified","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","Road Transportation","False"
"BR2025297BZAYGH","2025-10-24","INDIA KIDS CONFECCOES LTDA","RODOVIA INGO HERING LADO PAR 5755, KM 29 GALPAO, ARRAIAL DOURO, GASPAR - SC, 89117080","BR","Brazil",-26.8932803,-48.9113805,"Apparel|Textiles","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR20252990XM9V6","2025-10-26","VALMET CELULOSE, PAPEL E ENERGIA LTDA - INDIANOPOLIS","ESTRADA BR 365 S/N, KM 574, FAZENDA BOA VISTA E JATOBA, INDIANOPOLIS - MG, 38490000","BR","Brazil",-19.038245,-47.91601439999999,"Manufacturing|Paper Products","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR20252992TZHJF","2025-10-26","WHITE MARTINS GASES INDUSTRIAIS LTDA - INDIANOPOLIS","ESTRADA BR 365 S/N, KM 547 ANEXO ENTRADA PELA ROD. LMG 748 KM 29 SENTIDO ARAGUARI, ZONA RURAL, INDIANOPOLIS - MG, 38490000","BR","Brazil",-18.7023376,-46.6043475,"Chemicals|Manufacturing","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR20252998NPYNQ","2025-10-26","GOIANESIA CALCARIO DOLOMITICO LTDA - INDIARA","RODOVIA BR-060 S/N, KM 240, 10, ZONA RURAL, INDIARA - GO, 75955000","BR","Brazil",-17.1279915,-49.97293,"Manufacturing","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025299AD2BTF","2025-10-26","AGROMED CHA INDIANO LTDA","BR 386 S/N, KM 73, SANTA ROSA, BOA VISTA DAS MISSOES - RS, 98335000","BR","Brazil",-27.6781599,-53.30920039999999,"Health|Manufacturing","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR20253005QNPX4","2025-10-27","SOMAVE AGROINDUSTRIAL LTDA - INDIANOPOLIS","ESTRADA PARA SAO MANOEL S/N, KM 01, ZONA RURAL, INDIANOPOLIS - PR, 87235000","BR","Brazil",-23.481059,-52.6983044,"Animal Production|Food|Food & Beverage|Food Industry","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","Slaughtering|Slaughterhouse","","Slaughtering|Slaughterhouse","","False"
"BR20253008PHJVW","2025-10-27","TINDIANA LOGISTICA E TRANSPORTES LTDA - CAARAPO","RODOVIA BR 163, KM 207 S/N, ZONA RURAL, CAARAPO - MS, 79940000","BR","Brazil",-22.6233544,-54.8171628,"Unspecified","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","Road Transportation","False"
"BR202530098VYER","2025-10-27","LEGAL AMBIENTAL INDUSTRIA E COMERCIO LTDA - INDIANOPOLIS","RODOVIA BR 365 KM 587 S/N, FAZENDA BOA VISTA, ZONA RURAL, INDIANOPOLIS - MG, 38490000","BR","Brazil",-18.7023376,-46.6043475,"Agriculture|Chemicals|Manufacturing","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","Fertilizer","False"
"BR2025300CDEMRK","2025-10-27","TINDIANA LOGISTICA E TRANSPORTES LTDA - CUBATAO","AVENIDA MANOEL SANTOS PEREIRA - NELO BOMBAS 100, BLOCO 02 SALA 18, ZONA INDUSTRIAL, CUBATAO - SP, 11570010","BR","Brazil",-23.9120528,-46.463801,"Unspecified","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","Road Transportation","False"
"BR2025300CYZFKB","2025-10-27","PRIVATE EQUITY HOLDING VII - DELTA S.A. - INDIANOPOLIS","RODOVIA BR 365, KM 555 A DIREITA S/N, ZONA RURAL, INDIANOPOLIS - MG, 38490000","BR","Brazil",-18.7023376,-46.6043475,"Agriculture|Wholesale Trade","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","","False"
"BR2025300J0H8V6","2025-10-27","INDIANA TRANSPORTES E LOGISTICA LTDA - SAO LUIS","AVENIDA ENGENHEIRO EMILIANO MACIEIRA S/N, : RODOVIA BR 135; KM: 16, 5 PEDRINHAS;, ESTIVA, SAO LUIS - MA, 65095604","BR","Brazil",-2.6279956,-44.3153409,"Unspecified","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","Road Transportation","False"
"BR2025300JQ14XB","2025-10-27","TINDIANA LOGISTICA E TRANSPORTES LTDA - PRIMAVERA DO LESTE","RUA DO COMERCIO 4165, SALA 15 E 16, PARQUE INDUSTRIAL, PRIMAVERA DO LESTE - MT, 78850000","BR","Brazil",-15.5740461,-54.3246751,"Unspecified","Brazil National Registry of Legal Entities / Brasil Cadastro Nacional de Pessoas Jurídicas (CNPJ) [Public List]","","","","","","Road Transportation","False"
